글번호,문장
371040481,"


													자작 가능성 농후함. 
읍니다>습니다 이거 88년도에 바뀐 맞춤법인데 아무리 어르신이어도 여태 사회생활 하는 사람이 저런 식으로 맞춤법 틀리지 않음											
"
371040481,"


													아 여기도 음식물쓰레기잇네											
"
371040481,"


													대체 연세가 얼마나 되시면 저런 생각을….는 생각이 젤 먼저.  그리고 70 아니 80살이 넘었다해도 사무실애서 사용한지 벌써 20년은 된 엑셀에 대한 개념이해가 저 지경이면 직장에서 다른 일은 어떻게 하고 있는건지? 참…. 
저 상사양반 주산 배운 세대였을텐데 인간의 손가락으로 한땀한땀 계산한걸  믿으셔야지 어찌 cpu달린 계산기를 믿으시는도 궁금?											
"
371040481,"


													컴퓨타 ㅋㅋㅋ 도대체 언제적 사람이여											
"
371040481,"


													둘중 하나다.  자작 관종이거나 맞지도 랂은 함수 사용해 데이터 엉망으로 만들었거않											
"
371040481,"


													상사가 롯데 출신임? 롯데 출신이 젤 꼬장꼬장 꼰대같고 업무능력 제일 떨어짐											
"
371040481,"


													~읍니다 라고 글쓰는거보니 요즘 사람 아닌듯! 엑셀함수 이해못하니 저러네. 저런 상사한텐 그냥 복사해서 값만 붙여넣기 해서 문서보내삼											
"
371040481,"


													넌 편지나 쪽지로 쓰지? 왠 문자 지랄이냐?											
"
371040481,"


													저런 인간들이 꼭 2층만가도 엘리베이터 탐.											
"
371040481,"


													네 자제하는거 노력해보겠습니다.
근데 완전히 안쓸수는없어요. 그부분은좀 이해해주세요. 

뭐 대충ㅇㅣ런식으로 적당히받아주고 쓰던대로쓰면됨 ㅋ 어짜피 저런사람하곤. 뭔가 더 해보려하면할수록 상황은 더 나빠지고 내 에너지 빨리고 내손해임											
"
371040481,"


													왜 저럼?											
"
371040481,"


													주작인듯. 시대가 바껴서 고참들도 펑션이 뭔지 다 암. 회사에서 함수 잘 만들면 칭찬받지 저렇게 까는 회사 없음.											
"
371040481,"


													아니...기능이 있는걸 왜 쓰지말래...											
"
371040481,"


													앞뒤얘기 들어볼 필요는 있다고 본다.. 적절히 넣어쓰면 좋은데 계속 되도않는 펑션넣어서 보는데 계속 오류나고 데이터 이상한거 뜨면 개빡친다.. 특히 다른거랑 맞춰놓은 서식 자꾸 건드리면 개빡치기마련..											
"
371040481,"


													쓰니가 간단한 산수도 엑셀로 했나봐 ㅋㅋ											
"
371040481,"


													진짜 답장으로 '푸하하 읍니다 부터 좀 고치세요' 라고 보내고싶음											
"
371040481,"


													함수 안쓸거면 엑셀을 왜하나?											
"
371040481,"


													닭 소 전쟁 비유ㅋㅋㅋ
아궁이 불때고 밥해먹고 
핸드폰 쓰지말고 삐삐치든가 우편으로 편지보내지 왜											
"
371040481,"


													있읍니다.  컴퓨타.  ㅋ 소잡는 칼로 닭을 잡았다는 말임?  ㅋ  비유도 gr맞네.    차를 타고 가면 빨리가는데 자기는 바쁠것 없다고 걸어가겠다고 고집 부리는 꼴.   일 처리하는 효율성이란것을 완전히 무시하네.											
"
371037770,말도 안되는 상황.. 이혼합니다.
371037770,"





사내커플로 연애하다가 결혼함.결혼 준비 중 남편놈이 타 지역으로 발령 받음. 발령 받으면 무조건 가야하는건 아니고 승락, 거부 할수 있음.발령 받은 지역이 광역시도 아니고 외진곳이라 비인기 지역이긴 하나 길게 봤을때 업무 환경도 좋고 승진도 빠를듯하여 남편놈 바로 옮겼고 나도 인사 발령 신청해둠.올 연말이나 내년 초 그쪽으로 옮길 확률 거의 100%임. (지금은 취소함)현재 남편놈은 그쪽 사택에서 지내고 있음.나는 아버지 돌아가시고 부모님 사시는 집 증여 받아 거기서 혼자 지내고 남편놈이 주말 마다 옴.엄마는 엄마 고향으로 가셨음. (이모들이랑 외삼촌들 있어서..)결혼 준비 하는 과정중 일이 이렇게 한꺼번에 터져버려서 신혼집은 구하지 않았고 발령받아 이동하면 그 지역에 집 구하려고 계획중임.이런 와중에 시어머니 갑자기 우리집 오심.나랑 상의도 안했고 한마디 말도 없이 갑자기 모시고 옴.오랜만에 엄마 보고 오라고 보내놓고는 그 사이 시어머니 짐들 우리집에 옮겨둠.일이 이렇게 됐다며 엄마 집 구할때까지만 신세 지자고 함.형님이 돈 급해서 어머님 집 빼고 돈 해줬다고 함.그러면 형님댁으로 가야지 왜 여기로 왔냐 하니 형님이 돈사고 쳐서 어머니가 가면 눈치 보여서 안되고 애들도 있고 집도 좁고 뭐 여튼 그렇다고 말도 안되는 소리 함.집 빼서 돈해줬다며? 하니 그거랑은 또 다른 문제지 않냐며 개소리 시전.그리고 본가 자가라고 하더니 월세인걸 이번에 알게 됨.자가든 뭐든 상관없는데 나한테 속인거 솔직히 너무 열받음.그리고 시어머니. 일이 이렇게 된거 어쩌겠냐. 본인이 제일 속상하시겠지 이해하고 싶어도 적어도 나한테 미안해 하고 쪽팔려 해야하는거 아님?어머니 앞에서 차마 싸우지는 못하고 투닥 거리며 얘기하고 있으니 본인이 아들집에도 못오냐며 남편놈 앞에 떡하니 막아서서는 나한테 소리 지르시는데 더 내가 이해해줄 필요가 없어짐.어머님 일 안하심.당장 집 구할돈도 없어 보이는데 어떻게 집을 구해서 나감?그리고 형님이 바로 돈 해주겠음? 애초에 그럴 생각도 없어 보이고 서로 그럴 상황도 안되보임.참다가 폭발해서 우리 엄마 부르기전에 이 상황 정리하라고 남편놈한테 퍼부었더니 어차피 나도 발령받아 올꺼 아니냐 그럼 그집 어쩔꺼냐..어머니한테... 가족인데 그거 하나 배려 못해주냐 이해 못해주냐 하는데 기도 안찼음.그러고 가서는 주말에 오지도 않고 나몰라라 하고 버티고 있음.당장 사람 불러서 어머님 짐 빼고 내보내고 싶지만 혹시나 나한테 불리한 일 생길까봐 참고있음.나는 마음 굳혔음.남편놈한테 서로 더 바닥 보지말고 정리하자고 말했고 오늘 시어머니한테도 말할꺼임.여기 당신 아들집 아니고 우리 헤어지기로 했으니 나가시라고...처음부터 작정하고 사기친건가 싶기도 하고 어쩜 이리 뻔뻔한지 혼인신고 했으니 배째라고 저러는게 더 꼴보기 싫고 역겹기까지 함.합의가 안되면 소송으로 가야할텐데 물론 그땐 변호사 상담 받겠지만 이런게 이혼 사유가 될지..내가 더 준비해야 할 것들이 있을까요?이번에 엄마한테 가서 말해야 하는데 엄마 속상해 할꺼 생각하니 속이 답답하네요. ㅠㅠ
 




"
371037770,"
와....남자 설계력 개 쩌네 ㅋㅋㅋㅋ 장가가면서 지엄마 집 한채 해드리네
"
371037770,"
순서가 잘못 되었어요.  합의가 안되어 소송 가면 그 때 변호사 쓰겠다고 하면 시간 버리고 맘고생도 더럽게 오래 할 거임.  지금 변호사를 찾아가야 해요.  그래야 저쪽에서도 어맛뜨거랏 하고 빨리 합의하려고 할 가능성이 그나마 생기고, 어떤 식으로 법적 대처를 시작해야 하는지(예를 들어, 지금 당장 시모 짐을 빼고 내쫓아도 되는지 등) 법적으로 유리한 조언을 들을 수 있잖아요.  변호사 상담비 아까워하지말고 빨리 움직일수록 돈, 시간, 감정낭비 줄일 수 있어요.  지금이라도 빨리 움직여요.  저쪽에서는 그냥 아몰랑 버티기 들어갈 거 뻔한데 뭔 말이 통할 거라고 생각하나요?
"
371037770,"
 아들집에 못오냐니 ..? 아들집아닌데요 ? 저희엄마아빠가 사시던 제집인데요? 하셨어야죠  아들집가실거면 어서 사택으로가셔요 양심없고 통보하는 미친남편새퀴네요 
미리설명과 양해 빌고빈것도아니고 진짜극혐이야 통보하고 배째라
"
371037770,"
쓰니가 혼자 살고 있는거 알고 그집을 지엄마 차지할려고 둘이 짜고치는 사기네
"
371037770,"
완전 사기결혼이네. 글쓰신 것처럼 계속 강경하게 대응하세요. 솔직히 애 생기기전에 본색 드러내서 다행인듯
"
371037770,"


													후기...ㅠㅠ											
"
371037770,"


													아이고 스트레스											
"
371037770,"


													아들 둘이서 보증금도 못마련해드릴 정도면 아예 현금도 신용도 없는거 아녀 이미 쓰니 모르는 대출도 있을꺼 같은데											
"
371037770,"


													후기조ㅁ											
"
371037770,"


													님집에 남이들어온건데 왜 나가라고 못해요? 나가라 하세요 일단. 이혼하겠다고 말하고 . 못하면 남편작전 먹힘											
"
371037770,"


													시모 내쫓으려면 친정어머니와 친척식구들까지 한두 달 같이 살면서 투명인간취급하고 나가라하고 눈치주면 못견디고 나갈겁니다											
"
371037770,"


													차라리 주작이였음 하는글이다 ㅂㄷㅂㄷ											
"
371037770,"


													그 형님이 형이 아니라 누나에 그 남자가 박씨에 눈찢어진 사람이라면 제가 아는 사람 확실한거같은데 삘리 덤황쳐요…											
"
371037770,"


													사택  놔두고  왜  쓰니  집으로  기어들어온거래?  아무리  쓰니집이 더  좋은집이라고  해도  맨날  싸우고  불편할 텐데;;;  좁아도 아들 사택이  더  편하지  않나? 쓰니집을  지들  집이라고  생각했나봐?  쓰니어머니한테  물려받은거  뻔히 알면서!  얼마나  우습게 본거야  대체!											
"
371037770,"


													원래 한남들 효도할라고 결혼해요											
"
371037770,"

													결혼한 놈도 저러는데..
이래서 연애할때도 여자분들은 남친에게 사는집 주소 알려주시면 안돼요~											
"
371037770,"


													이거 발령 전부터 그집식구들이 짜고 그림그린거다 ㄹㅇ ㅋㅋㅋ 잔머리 굴리는거 보소 ㅁㅊ											
"
371037770,"


													후기 좀											


 "
371037770,"


													후기주세요 치가떨리네요											
"
371037770,"


													뻔뻐하다 뻔뻔해											
"
371037770,"

													후후후후후후후훜ㅋㅋㅋㅋ 웨딩 드레스 맞춰 주고 싶넹ㅋㅋㅋㅋ 파리스 오빠 베이비 들은 낮잠 잘시간 인가?ㅋㅋㅋㅋ											


 "
371037770,"


													이건 무조건 꼭 필히 이혼해야함. 저런 뻔뻔한 집구석은 양심도 없는 파렴치한 인간들임. 즈그들끼리 똘똘뭉쳐서 남 등쳐먹고 얼마나 당당한지 안당해본 사람은 모름. 억울하지 않은 인생 살려거든 꼭 이혼해야함.증여받은 재산은 공동재산 아니구 순전히 님혼자꺼임.20년을 살다 이혼해도 상속받은 재산은 빼고 분할함.											
"
371037770,"


													시누에게 돈을 해준게 아니라 처음부터 보증금을 빌렸을거 같음. 아들 무사히 결혼했으니 이제 정리하고 부양해라 지들끼리 결론낸거 아닐까. 집도 한사람 더 살 공간은 되니까 쓰니만 잡으면 현실적인 문제가 모두 해결되잖아.											
"
371037770,"


													일단 어머니랑 외가 불려들여서 사시게 하세요.
염치가 있으면 나가겠지											
"
371037770,"


													나같으면 처음부터 집에들이지도 않겠지만 이왕이리된거 동영상 키고 나가달라 3회통보후 안나가면 바로 112주거침입으로  신고후 쫓아내고 비번바꾸고 남편이랑은  외부에서 만나서 이혼진행											
"
371038599,(추가)나르시시스트 엄마와 손절 제가 불효녀인가요?
